f_i [Hz], Energy spectrum for w' at f_i [m2/s]
0.0016668726806199495,114.47919275913841,
0.003333745361239899,131.4113052943176,
0.005000618041859849,117.23487344312336,
0.006667490722479798,119.36602502813211,
0.008334363403099747,100.23923174841562,
0.010001236083719698,101.29794981896048,
0.011668108764339647,96.03253353048656,
0.013334981444959596,98.70112442204633,
0.015001854125579545,92.32646327411994,
0.016668726806199494,84.21714474461776,
0.018335599486819443,78.49994248958579,
0.020002472167439396,76.77791354601852,
0.021669344848059345,77.04828400451109,
0.023336217528679294,76.37449598057633,
0.025003090209299243,73.03868682544132,
0.026669962889919192,61.49593736272119,
0.02833683557053914,54.89417240812404,
0.03000370825115909,57.4219742251316,
0.03167058093177904,54.15312935362603,
0.03333745361239899,50.64735516377663,
0.03500432629301894,49.72934393070191,
0.03667119897363889,47.92356243218006,
0.038338071654258836,44.86427223913513,
0.04000494433487879,48.28192800141578,
0.04167181701549874,47.43833318170093,
0.04333868969611869,45.77777885023435,
0.04500556237673864,43.4535161752377,
0.04667243505735859,47.40067247651426,
0.04833930773797854,44.6993255578086,
0.050006180418598487,43.508831384562725,
0.051673053099218436,39.84071784977499,
0.053339925779838385,35.61498149929887,
0.055006798460458334,36.39807329994391,
0.05667367114107828,34.57831409497218,
0.05834054382169823,33.86439348181423,
0.06000741650231818,31.735507748609248,
0.06167428918293813,33.44788167894904,
0.06334116186355808,32.33865018973559,
0.06500803454417803,32.248512275695035,
0.06667490722479798,31.31817098574942,
0.06834177990541793,30.23614803001316,
0.07000865258603788,31.528336955053618,
0.07167552526665782,31.349671264014003,
0.07334239794727777,28.17181140147036,
0.07500927062789772,28.403361727182425,
0.07667614330851767,29.975760919412824,
0.07834301598913762,27.26170325105673,
0.08000988866975758,26.987933208664057,
0.08167676135037753,27.587198693608716,
0.08334363403099748,26.786504546044046,
0.08501050671161743,25.502325836089597,
0.08667737939223738,25.101089331020063,
0.08834425207285733,25.66842691726456,
0.09001112475347728,24.745947617150872,
0.09167799743409723,23.364549902025686,
0.09334487011471718,21.77003097665658,
0.09501174279533713,22.991192417216176,
0.09667861547595707,24.066370073443466,
0.09834548815657702,22.882443016768825,
0.10001236083719697,22.05833375324307,
0.10167923351781692,20.303903554037834,
0.10334610619843687,20.750825837792917,
0.10501297887905682,17.743856453723577,
0.10667985155967677,17.498240839770848,
0.10834672424029672,18.242421969372526,
0.11001359692091667,17.682956538316056,
0.11168046960153662,18.492090878678898,
0.11334734228215657,17.794474805254104,
0.11501421496277651,17.14751511502809,
0.11668108764339646,14.669806655017357,
0.11834796032401641,14.074295409997202,
0.12001483300463636,14.533213884587477,
0.12168170568525631,14.665652659057482,
0.12334857836587626,13.688858478895815,
0.12501545104649622,12.660575845410209,
0.12668232372711616,13.32254651244059,
0.12834919640773612,13.672975923354569,
0.13001606908835606,13.846514184039917,
0.13168294176897602,13.088035541288816,
0.13334981444959595,12.212582635775204,
0.13501668713021592,12.811247112915636,
0.13668355981083585,14.141317878977842,
0.13835043249145582,12.32982148960829,
0.14001730517207575,11.073050400594829,
0.14168417785269571,11.74427837124434,
0.14335105053331565,11.197948485534896,
0.1450179232139356,10.837167183015215,
0.14668479589455555,9.646118270834991,
0.1483516685751755,9.901661752752762,
0.15001854125579545,10.985718273102052,
0.1516854139364154,10.35005730283622,
0.15335228661703534,9.457975439939274,
0.1550191592976553,8.502618592591096,
0.15668603197827524,8.240260291088777,
0.1583529046588952,8.106640253189008,
0.16001977733951517,8.320236311894796,
0.1616866500201351,8.567771968773972,
0.16335352270075507,8.388593885069962,
0.165020395381375,8.544897912459593,
0.16668726806199496,7.427961501769088,
0.1683541407426149,7.541880791515449,
0.17002101342323486,7.336757805089472,
0.1716878861038548,6.725794948696422,
0.17335475878447476,6.140708370925109,
0.1750216314650947,6.43814974437682,
0.17668850414571466,6.56534775694031,
0.1783553768263346,6.731609505313311,
0.18002224950695456,6.645528360677256,
0.1816891221875745,6.627348138621829,
0.18335599486819446,5.791787454237977,
0.1850228675488144,5.32644984167243,
0.18668974022943435,5.403346694920268,
0.1883566129100543,5.240389094140503,
0.19002348559067425,5.381348820341564,
0.1916903582712942,5.505434584647427,
0.19335723095191415,5.325339243935139,
0.19502410363253408,4.625502981260455,
0.19669097631315405,4.927170746627325,
0.19835784899377398,4.5726631058168845,
